	PINK1-PRKN Mediated Mitophagy	Receptor Mediated Mitophagy
Rap1b	0.0	0.0
Rap1a	0.0	0.0
Rasgrp2	0.0	0.0
Xdh	0.0	0.0
Btnl9	0.0	0.0
Btn2a2	0.0	0.0
Btn1a1	0.0	0.0
Btnl2	0.0	0.0
Cd209a	0.0	0.0
Pdia3	0.0	0.0
Calr	0.0	0.0
Tap2	0.0	0.0
Vamp8	0.0	0.0
Snap23	0.0	0.0
Vamp3	0.0	0.0
Tap1	0.0	0.0
Tapbp	0.0	0.0
Sec22b	0.0	0.0
Lnpep	0.0	0.0
Cd207	0.0	0.0
Fcgr1	0.0	0.0
Mrc2	0.0	0.0
Mrc1	0.0	0.0
Klhl20	0.0	0.0
Asb8	0.0	0.0
Huwe1	0.0	0.0
Fbxo27	0.0	0.0
Ube3c	0.0	0.0
Fbxo22	0.0	0.0
Ube2w	0.0	0.0
Rnf126	0.0	0.0
Fbxo2	0.0	0.0
Wsb1	0.0	0.0
Hecw2	0.0	0.0
Rnf41	0.0	0.0
Asb9	0.0	0.0
Uba6	0.0	0.0
Rnf115	0.0	0.0
Hectd1	0.0	0.0
Pja2	0.0	0.0
Arel1	0.0	0.0
Ubr2	0.0	0.0
Fbxl19	0.0	0.0
Fbxo15	0.0	0.0
Fbxl3	0.0	0.0
Znrf1	0.0	0.0
Rnf220	0.0	0.0
Herc1	0.0	0.0
Fbxo31	0.0	0.0
Ubr4	0.0	0.0
Klhl13	0.0	0.0
Cblb	0.0	0.0
Rnf4	0.0	0.0
Fbxw7	0.0	0.0
Fbxl21	0.0	0.0
Ube2e3	0.0	0.0
Trim41	0.0	0.0
Rnf213	0.0	0.0
Lrsam1	0.0	0.0
Gan	0.0	0.0
Kctd6	0.0	0.0
Fbxo4	0.0	0.0
Ube2l3	0.0	0.0
Fbxl5	0.0	0.0
Fbxl14	0.0	0.0
Fbxo40	0.0	0.0
Rnf14	0.0	0.0
Asb13	0.0	0.0
Rnf144b	0.0	0.0
Det1	0.0	0.0
Ube3b	0.0	0.0
Trim71	0.0	0.0
Anapc13	0.0	0.0
Trim11	0.0	0.0
Hectd3	0.0	0.0
Btbd6	0.0	0.0
Fbxl13	0.0	0.0
Asb4	0.0	0.0
Arih2	0.0	0.0
Fbxw2	0.0	0.0
Asb17	0.0	0.0
Herc4	0.0	0.0
Ube2a	0.0	0.0
Lrr1	0.0	0.0
Ufl1	0.0	0.0
Ccnf	0.0	0.0
Mex3c	0.0	0.0
Ube2k	0.0	0.0
Glmn	0.0	0.0
Ube2h	0.0	0.0
Ube2r2	0.0	0.0
Kbtbd13	0.0	0.0
Ubox5	0.0	0.0
Ube4a	0.0	0.0
Klhl5	0.0	0.0
Ube2q1	0.0	0.0
Fbxw10	0.0	0.0
Ubr1	0.0	0.0
Fbxo30	0.0	0.0
Lnx1	0.0	0.0
Trim32	0.0	0.0
Cbll1	0.0	0.0
Blmh	0.0	0.0
Fbxo44	0.0	0.0
Spsb2	0.0	0.0
Btbd1	0.0	0.0
Ube2o	0.0	0.0
Rnf19b	0.0	0.0
Asb6	0.0	0.0
Dcaf1	0.0	0.0
Wwp1	0.0	0.0
Tpp2	0.0	0.0
Trim9	0.0	0.0
Ltn1	0.0	0.0
Herc6	0.0	0.0
Fbxw9	0.0	0.0
Mgrn1	0.0	0.0
Klhl21	0.0	0.0
Asb5	0.0	0.0
Spsb1	0.0	0.0
Uba1	0.0	0.0
Fbxo11	0.0	0.0
Fbxo32	0.0	0.0
Rnf114	0.0	0.0
Fbxl4	0.0	0.0
Atg7	0.0	0.0
Lonrf1	0.0	0.0
Ube2q2	0.0	0.0
Fbxo9	0.0	0.0
Fbxo41	0.0	0.0
Znrf2	0.0	0.0
Fbxw17	0.0	0.0
Ube2e2	0.0	0.0
Klhl41	0.0	0.0
Uba5	0.0	0.0
Fbxo17	0.0	0.0
Fbxl12	0.0	0.0
Mib2	0.0	0.0
Trim69	0.0	0.0
Ube3a	0.0	0.0
Ube2f	0.0	0.0
Asb16	0.0	0.0
Kbtbd8	0.0	0.0
Kbtbd7	0.0	0.0
Asb11	0.0	0.0
Asb1	0.0	0.0
Rnf217	0.0	0.0
Klhl2	0.0	0.0
Pja1	0.0	0.0
Fbxl8	0.0	0.0
Trim21	0.0	0.0
Klhl3	0.0	0.0
Rnf19a	0.0	0.0
Fbxl16	0.0	0.0
Siah1a	0.0	0.0
Hectd2	0.0	0.0
Ube2g1	0.0	0.0
Fbxo21	0.0	0.0
Klhl9	0.0	0.0
Traip	0.0	0.0
Ubac1	0.0	0.0
Lrrc41	0.0	0.0
Fbxl20	0.0	0.0
Asb7	0.0	0.0
Fbxw4	0.0	0.0
Trim50	0.0	0.0
Fbxo6	0.0	0.0
Klhl11	0.0	0.0
Asb10	0.0	0.0
Unkl	0.0	0.0
Asb18	0.0	0.0
Mylip	0.0	0.0
Sh3rf1	0.0	0.0
Dzip3	0.0	0.0
Lmo7	0.0	0.0
Siah2	0.0	0.0
Klhl42	0.0	0.0
Fbxl15	0.0	0.0
Klhl22	0.0	0.0
Trip12	0.0	0.0
Rnf130	0.0	0.0
Rlim	0.0	0.0
Ube2z	0.0	0.0
Rbck1	0.0	0.0
Rbbp6	0.0	0.0
Hace1	0.0	0.0
Trim37	0.0	0.0
Rnf25	0.0	0.0
Trim36	0.0	0.0
Kctd7	0.0	0.0
Dtx3l	0.0	0.0
Npepps	0.0	0.0
Mkrn1	0.0	0.0
Cul7	0.0	0.0
Rnf123	0.0	0.0
Ube2cbp	0.0	0.0
Ube2j2	0.0	0.0
Asb12	0.0	0.0
Fbxo7	0.0	0.0
Ube2g2	0.0	0.0
Thop1	0.0	0.0
Spsb4	0.0	0.0
Asb2	0.0	0.0
Trim39	0.0	0.0
Traf7	0.0	0.0
Rnf182	0.0	0.0
Fbxw5	0.0	0.0
Fbxl22	0.0	0.0
Ube2j1	0.0	0.0
Rnf138	0.0	0.0
Fbxo10	0.0	0.0
Klhl25	0.0	0.0
Rnf6	0.0	0.0
Herc3	0.0	0.0
Bcap31	0.0	0.0
Erap1	0.0	0.0
Rel	0.0	0.0
Nfkbie	0.0	0.0
Rasgrp3	0.0	0.0
Nfatc2	0.0	0.0
Ppp3cb	0.0	0.0
Nfatc1	0.0	0.0
Ppp3ca	0.0	0.0
Fkbp1a	0.0	0.0
Ppp3r1	0.0	0.0
Nfatc3	0.0	0.0
Cd79b	0.0	0.0
Cd79a	0.0	0.0
Btk	0.0	0.0
Blnk	0.0	0.0
Stim1	0.0	0.0
Pik3ap1	0.0	0.0
Dapp1	0.0	0.0
Trpc1	0.0	0.0
Mpo	0.0	0.0
Fcnb	0.0	0.0
Masp1	0.0	0.0
Fcna	0.0	0.0
Ighg2c	0.0	0.0
Crp	0.0	0.0
C1s2	0.0	0.0
C1ra	0.0	0.0
C1qc	0.0	0.0
Ighg1	0.0	0.0
Ighg3	0.0	0.0
C1qb	0.0	0.0
C1qa	0.0	0.0
Cfb	0.0	0.0
Cfp	0.0	0.0
Hc	0.0	0.0
C8b	0.0	0.0
C8g	0.0	0.0
C6	0.0	0.0
C9	0.0	0.0
C8a	0.0	0.0
C7	0.0	0.0
C4b	0.0	0.0
C2	0.0	0.0
Cpb2	0.0	0.0
C5ar2	0.0	0.0
Cd59b	0.0	0.0
Cfi	0.0	0.0
C5ar1	0.0	0.0
Cd46	0.0	0.0
Cr2	0.0	0.0
Cpn2	0.0	0.0
Cfh	0.0	0.0
C3ar1	0.0	0.0
Cpn1	0.0	0.0
Casp4	0.0	0.0
Tnfaip3	0.0	0.0
Casp9	0.0	0.0
Casp8	0.0	0.0
Cyld	0.0	0.0
Bcl2	0.0	0.0
Bcl2l1	0.0	0.0
Nlrp3	0.0	0.0
Pycard	0.0	0.0
Txnip	0.0	0.0
Sugt1	0.0	0.0
Mefv	0.0	0.0
Panx1	0.0	0.0
Pstpip1	0.0	0.0
Lbp	0.0	0.0
Cd14	0.0	0.0
Peli1	0.0	0.0
Peli2	0.0	0.0
Peli3	0.0	0.0
Ripk3	0.0	0.0
Ripk1	0.0	0.0
Ticam1	0.0	0.0
Fadd	0.0	0.0
Tank	0.0	0.0
Irf7	0.0	0.0
Sarm1	0.0	0.0
Ikbke	0.0	0.0
Cnpy3	0.0	0.0
Tlr9	0.0	0.0
Unc93b1	0.0	0.0
Tlr8	0.0	0.0
Tlr7	0.0	0.0
Creb1	0.0	0.0
Vrk3	0.0	0.0
Dusp6	0.0	0.0
Ecsit	0.0	0.0
Atf1	0.0	0.0
Dusp3	0.0	0.0
Dusp4	0.0	0.0
Dusp7	0.0	0.0
Rps6ka5	0.0	0.0
Tirap	0.0	0.0
Tlr1	0.0	0.0
S100a9	0.0	0.0
Tlr6	0.0	0.0
Gsdme	0.0	0.0
Tlr2	0.0	0.0
S100a8	0.0	0.0
S100a1	0.0	0.0
Mavs	0.0	0.0
Tax1bp1	0.0	0.0
Nlrx1	0.0	0.0
Dhx9	0.0	0.0
Myd88	0.0	0.0
Sting1	0.0	0.0
Dtx4	0.0	0.0
Nlrp4c	0.0	0.0
Dhx36	0.0	0.0
Ddx41	0.0	0.0
Trim56	0.0	0.0
Wasf2	0.0	0.0
Elmo2	0.0	0.0
Wipf2	0.0	0.0
Cyfip1	0.0	0.0
Myh9	0.0	0.0
Myo5a	0.0	0.0
Baiap2	0.0	0.0
Nckap1	0.0	0.0
Nckap1l	0.0	0.0
Nckipsd	0.0	0.0
Brk1	0.0	0.0
Nf2	0.0	0.0
Wasf1	0.0	0.0
Myo10	0.0	0.0
Elmo1	0.0	0.0
Wipf3	0.0	0.0
Cyfip2	0.0	0.0
Wipf1	0.0	0.0
Abi1	0.0	0.0
Myh2	0.0	0.0
Wasf3	0.0	0.0
Abi2	0.0	0.0
Pld2	0.0	0.0
Prkcd	0.0	0.0
Pla2g6	0.0	0.0
Pld3	0.0	0.0
Plpp5	0.0	0.0
Pld4	0.0	0.0
Prkce	0.0	0.0
Plpp4	0.0	0.0
Klrc1	0.0	0.0
Klrc2	0.0	0.0
Lat2	0.0	0.0
Ms4a2	0.0	0.0
Fcer1a	0.0	0.0
Txk	0.0	0.0
Clec4d	0.0	0.0
Clec4e	0.0	0.0
Clec4n	0.0	0.0
Rab5b	0.0	0.0
Ypel5	0.0	0.0
Rab3d	0.0	0.0
Cd53	0.0	0.0
Olfm4	0.0	0.0
Defa28	0.0	0.0
Pnp2	0.0	0.0
Apeh	0.0	0.0
Dynlt1b	0.0	0.0
Impdh2	0.0	0.0
Aprt	0.0	0.0
Manba	0.0	0.0
Pfkl	0.0	0.0
S100a11	0.0	0.0
Bin2	0.0	0.0
Serpinb3d	0.0	0.0
Serpinb3c	0.0	0.0
Bst1	0.0	0.0
Cst3	0.0	0.0
Dnajc3	0.0	0.0
Lilra5	0.0	0.0
Pa2g4	0.0	0.0
Tmem179b	0.0	0.0
Abca13	0.0	0.0
Cda	0.0	0.0
Rap2c	0.0	0.0
Arsb	0.0	0.0
Ear6	0.0	0.0
Cap1	0.0	0.0
Gaa	0.0	0.0
Diaph1	0.0	0.0
Dnajc5	0.0	0.0
Plac8	0.0	0.0
Ear1	0.0	0.0
Vnn1	0.0	0.0
Arg1	0.0	0.0
Lamp1	0.0	0.0
Serpinb12	0.0	0.0
Unc13d	0.0	0.0
Cxcr2	0.0	0.0
Pdap1	0.0	0.0
Ndufc2	0.0	0.0
Ilf2	0.0	0.0
Hrnr	0.0	0.0
Mospd2	0.0	0.0
Prdx4	0.0	0.0
Serpinb3a	0.0	0.0
Atp8a1	0.0	0.0
Tmc6	0.0	0.0
Tmem63a	0.0	0.0
Eef2	0.0	0.0
Adgrg3	0.0	0.0
Aga	0.0	0.0
Gns	0.0	0.0
Cnn2	0.0	0.0
Txndc5	0.0	0.0
Defa17	0.0	0.0
Asah1	0.0	0.0
Copb1	0.0	0.0
Mndal	0.0	0.0
Hpse	0.0	0.0
Gm49339	0.0	0.0
Gsn	0.0	0.0
Ftl2-ps	0.0	0.0
Lpcat1	0.0	0.0
Pafah1b2	0.0	0.0
Ttr	0.0	0.0
Vat1	0.0	0.0
Gyg	0.0	0.0
Atp6ap2	0.0	0.0
Slc44a2	0.0	0.0
Rnaset2b	0.0	0.0
Tnfaip6	0.0	0.0
Serpinb3b	0.0	0.0
Dnase1l1	0.0	0.0
Srp14	0.0	0.0
Glipr1	0.0	0.0
Prg3	0.0	0.0
Tbc1d10c	0.0	0.0
Rhof	0.0	0.0
Defa40	0.0	0.0
Pgm1	0.0	0.0
Naprt	0.0	0.0
Faf2	0.0	0.0
Tom1	0.0	0.0
Pdxk	0.0	0.0
Fpr1	0.0	0.0
Ptges2	0.0	0.0
Magt1	0.0	0.0
Ghdc	0.0	0.0
Cpne3	0.0	0.0
Enpp4	0.0	0.0
Rnase2b	0.0	0.0
Atp8b4	0.0	0.0
Alad	0.0	0.0
Pigr	0.0	0.0
Scamp1	0.0	0.0
Clec12a	0.0	0.0
Slco4c1	0.0	0.0
Fth1	0.0	0.0
Ear10	0.0	0.0
Stk11ip	0.0	0.0
Pygb	0.0	0.0
Pgm2	0.0	0.0
Ptprb	0.0	0.0
Slc11a1	0.0	0.0
Calm4	0.0	0.0
Atp11b	0.0	0.0
Snap29	0.0	0.0
Slc27a2	0.0	0.0
Ptafr	0.0	0.0
Vps35l	0.0	0.0
Slc2a3	0.0	0.0
Trpm2	0.0	0.0
Bpi	0.0	0.0
Pkm	0.0	0.0
Cystm1	0.0	0.0
Glb1	0.0	0.0
Pgam1	0.0	0.0
Padi2	0.0	0.0
Rnase2a	0.0	0.0
Hmox2	0.0	0.0
Defa42	0.0	0.0
Capn1	0.0	0.0
Ddost	0.0	0.0
Vapa	0.0	0.0
Armc8	0.0	0.0
Fgl2	0.0	0.0
Atp11a	0.0	0.0
Cxcl1	0.0	0.0
Lta4h	0.0	0.0
Gmfg	0.0	0.0
Pnp	0.0	0.0
Defa30	0.0	0.0
Mif	0.0	0.0
Rab31	0.0	0.0
Atad3a	0.0	0.0
Dera	0.0	0.0
Gpr84	0.0	0.0
Tarm1	0.0	0.0
Pglyrp1	0.0	0.0
Defa32	0.0	0.0
Chil1	0.0	0.0
Rab27a	0.0	0.0
Rab44	0.0	0.0
Cxcl2	0.0	0.0
Ostf1	0.0	0.0
Arhgap9	0.0	0.0
Defa34	0.0	0.0
Dok3	0.0	0.0
Gusb	0.0	0.0
Defa25	0.0	0.0
Dock2	0.0	0.0
Defa26	0.0	0.0
Grn	0.0	0.0
Ormdl3	0.0	0.0
Mcemp1	0.0	0.0
Tspan14	0.0	0.0
1600012H06Rik	0.0	0.0
Cxcl3	0.0	0.0
Mvp	0.0	0.0
Trappc1	0.0	0.0
Npc2	0.0	0.0
Impdh1	0.0	0.0
Aoc1	0.0	0.0
Degs1	0.0	0.0
Acaa1b	0.0	0.0
Gca	0.0	0.0
Defa39	0.0	0.0
Ifi205	0.0	0.0
Defa35	0.0	0.0
Flg2	0.0	0.0
Rab24	0.0	0.0
Ltf	0.0	0.0
Acly	0.0	0.0
Gdi2	0.0	0.0
Ifi204	0.0	0.0
Nme2	0.0	0.0
Cd68	0.0	0.0
Cand1	0.0	0.0
Gm49721	0.0	0.0
Arl8a	0.0	0.0
Ear14	0.0	0.0
Hebp2	0.0	0.0
Cotl1	0.0	0.0
Cstb	0.0	0.0
Gm49673	0.0	0.0
Agpat2	0.0	0.0
Crispld2	0.0	0.0
Cpped1	0.0	0.0
Dynlt1a	0.0	0.0
Mettl7a1	0.0	0.0
Defa24	0.0	0.0
B4galt1	0.0	0.0
Lilrb4a	0.0	0.0
Rab14	0.0	0.0
Aldh3b1	0.0	0.0
Epx	0.0	0.0
Neu1	0.0	0.0
Cct2	0.0	0.0
Pgrmc1	0.0	0.0
Fuca2	0.0	0.0
Frmpd3	0.0	0.0
Rap2b	0.0	0.0
Hvcn1	0.0	0.0
Dynlt1f	0.0	0.0
Lrrc7	0.0	0.0
Clec5a	0.0	0.0
Defa3	0.0	0.0
Rab6a	0.0	0.0
Adgre5	0.0	0.0
Nhlrc3	0.0	0.0
Ampd3	0.0	0.0
Gm2a	0.0	0.0
Hgsnat	0.0	0.0
Cct8	0.0	0.0
Hk3	0.0	0.0
Defa20	0.0	0.0
Cmtm6	0.0	0.0
Defa2	0.0	0.0
Defa23	0.0	0.0
Defa37	0.0	0.0
Defa5	0.0	0.0
Kcnab2	0.0	0.0
Gla	0.0	0.0
Idh1	0.0	0.0
Defa36	0.0	0.0
Ptx3	0.0	0.0
Adam8	0.0	0.0
Cpne1	0.0	0.0
Slpi	0.0	0.0
Defa38	0.0	0.0
Plekho2	0.0	0.0
Adam10	0.0	0.0
Defa29	0.0	0.0
Ifi211	0.0	0.0
Tmbim1	0.0	0.0
Defa27	0.0	0.0
Mgst1	0.0	0.0
Iqgap2	0.0	0.0
Qpct	0.0	0.0
Ctsz	0.0	0.0
Acpp	0.0	0.0
Svip	0.0	0.0
Alox5	0.0	0.0
Rnaset2a	0.0	0.0
Nit2	0.0	0.0
Mlec	0.0	0.0
Frk	0.0	0.0
Atp6v0a1	0.0	0.0
Apaf1	0.0	0.0
Defa43	0.0	0.0
Mme	0.0	0.0
Arhgap45	0.0	0.0
Rab9b	0.0	0.0
Defa22	0.0	0.0
Stk10	0.0	0.0
Rab18	0.0	0.0
Hexb	0.0	0.0
Dgat1	0.0	0.0
Defa21	0.0	0.0
Igf2r	0.0	0.0
Ptprn2	0.0	0.0
Nfam1	0.0	0.0
Ckap4	0.0	0.0
Serpinb10	0.0	0.0
Serpinb1a	0.0	0.0
Creg1	0.0	0.0
Stbd1	0.0	0.0
Dpp7	0.0	0.0
Prg2	0.0	0.0
Lcn2	0.0	0.0
Nbeal2	0.0	0.0
Rab4b	0.0	0.0
Syngr1	0.0	0.0
Lilr4b	0.0	0.0
Rab5c	0.0	0.0
Golga7	0.0	0.0
Arsa	0.0	0.0
Fuca1	0.0	0.0
Commd9	0.0	0.0
Pygl	0.0	0.0
Anpep	0.0	0.0
Slc15a4	0.0	0.0
Camp	0.0	0.0
AY761185	0.0	0.0
Ano6	0.0	0.0
Erp44	0.0	0.0
Commd3	0.0	0.0
Folr2	0.0	0.0
Galns	0.0	0.0
Defa31	0.0	0.0
Lyz2	0.0	0.0
Surf4	0.0	0.0
Fabp5	0.0	0.0
Kcmf1	0.0	0.0
Retn	0.0	0.0
Bst2	0.0	0.0
Man2b1	0.0	0.0
Hp	0.0	0.0
Rab37	0.0	0.0
Stom	0.0	0.0
Dnajc13	0.0	0.0
Tmem30a	0.0	0.0
Dbnl	0.0	0.0
Olr1	0.0	0.0
Chrnb4	0.0	0.0
Rab3a	0.0	0.0
Cxcr1	0.0	0.0
Rab10	0.0	0.0
Ms4a3	0.0	0.0
Cyb5r3	0.0	0.0
Bri3	0.0	0.0
Tollip	0.0	0.0
Aldoc	0.0	0.0
Fpr2	0.0	0.0
Cant1	0.0	0.0
Ear2	0.0	0.0
Defa41	0.0	0.0
2310033P09Rik	0.0	0.0
Dynlt1c	0.0	0.0
Ggh	0.0	0.0
Agl	0.0	0.0
Cab39	0.0	0.0
Ddx3x	0.0	0.0
Cd93	0.0	0.0
Ccr6	0.0	0.0
Defb42	0.0	0.0
Defb21	0.0	0.0
Defb18	0.0	0.0
Defb30	0.0	0.0
Defb43	0.0	0.0
Defb28	0.0	0.0
Defb36	0.0	0.0
Defb1	0.0	0.0
Defb47	0.0	0.0
Defb48	0.0	0.0
Defb25	0.0	0.0
Defb4	0.0	0.0
Defb19	0.0	0.0
Defb14	0.0	0.0
Art1	0.0	0.0
Atox1	0.0	0.0
Pdzd11	0.0	0.0
Atp7a	0.0	0.0
Tifa	0.0	0.0
Alpk1	0.0	0.0
Fdxr	0.0	0.0
Fdx1	0.0	0.0
Fdx2	0.0	0.0
mt-Atp6	0.0	0.0
Atp5j2	0.0	0.0
Atp5k	0.0	0.0
Atp5e	0.0	0.0
Atp5l	0.0	0.0
Dmac2l	0.0	0.0
Atp5j	0.0	0.0
Atp5a1	0.0	0.0
Atp5g1	0.0	0.0
Atp5pb	0.0	0.0
Atp5d	0.0	0.0
Atp5h	0.0	0.0
Atp5c1	0.0	0.0
Atp5o	0.0	0.0
Atp5g3	0.0	0.0
Atp5g2	0.0	0.0
Atp5b	0.0	0.0
mt-Atp8	0.0	0.0
Slc25a14	0.0	0.0
Ucp2	0.0	0.0
mt-Nd4	0.0	0.0
Ndufa1	0.0	0.0
Ndufc1	0.0	0.0
Nubpl	0.0	0.0
Ndufa7	0.0	0.0
Ndufs3	0.0	0.0
Ndufs1	0.0	0.0
mt-Nd3	0.0	0.0
Ndufa10	0.0	0.0
Ndufb6	0.0	0.0
Ndufs4	0.0	0.0
Ndufv1	0.0	0.0
Ndufaf3	0.0	0.0
Ndufs5	0.0	0.0
Ndufaf1	0.0	0.0
Ndufa13	0.0	0.0
Ndufa9	0.0	0.0
Ndufb3	0.0	0.0
Ndufv2	0.0	0.0
Ndufa2	0.0	0.0
mt-Nd6	0.0	0.0
Ndufb7	0.0	0.0
Ndufaf6	0.0	0.0
Ndufaf2	0.0	0.0
Ndufb2	0.0	0.0
Timmdc1	0.0	0.0
mt-Nd2	0.0	0.0
Ndufs2	0.0	0.0
Tmem186	0.0	0.0
Ndufv3	0.0	0.0
Ndufs6	0.0	0.0
Ndufb5	0.0	0.0
Ndufaf7	0.0	0.0
Tmem126b	0.0	0.0
Ndufa11	0.0	0.0
Ndufa12	0.0	0.0
Ndufb10	0.0	0.0
Ndufab1	0.0	0.0
Ndufaf5	0.0	0.0
Ndufa3	0.0	0.0
Ndufaf4	0.0	0.0
Ndufa5	0.0	0.0
mt-Nd5	0.0	0.0
Ndufb4	0.0	0.0
Ndufa6	0.0	0.0
Acad9	0.0	0.0
mt-Nd1	0.0	0.0
Ndufs8	0.0	0.0
Ndufb9	0.0	0.0
Ndufs7	0.0	0.0
Ndufa8	0.0	0.0
Ndufb8	0.0	0.0
Ndufb11	0.0	0.0
Pdhb	0.0	0.0
Pdk3	0.0	0.0
Pdha2	0.0	0.0
Pdk1	0.0	0.0
Dld	0.0	0.0
Pdp2	0.0	0.0
Gstz1	0.0	0.0
Pdp1	0.0	0.0
Pdpr	0.0	0.0
Pdhx	0.0	0.0
Pdha1	0.0	0.0
Dlat	0.0	0.0
Pdk2	0.0	0.0
Pdk4	0.0	0.0
Aco2	0.0	0.0
Idh3a	0.0	0.0
Me3	0.0	0.0
Nnt	0.0	0.0
Suclg1	0.0	0.0
Idh2	0.0	0.0
Fahd1	0.0	0.0
Idh3g	0.0	0.0
Sdhb	0.0	0.0
Suclg2	0.0	0.0
Fh1	0.0	0.0
Cs	0.0	0.0
Me2	0.0	0.0
Sdhd	0.0	0.0
Sucla2	0.0	0.0
Dlst	0.0	0.0
Sdha	0.0	0.0
Mdh2	0.0	0.0
Ogdh	0.0	0.0
Sdhc	0.0	0.0
Idh3b	0.0	0.0
L2hgdh	0.0	0.0
Car14	0.0	0.0
Car13	0.0	0.0
Car7	0.0	0.0
Car3	0.0	0.0
Car2	0.0	0.0
Car1	0.0	0.0
Car9	0.0	0.0
Car12	0.0	0.0
Car5b	0.0	0.0
Car4	0.0	0.0
Car6	0.0	0.0
Car5a	0.0	0.0
Ip6k1	0.0	0.0
Nudt4	0.0	0.0
Nudt3	0.0	0.0
Ip6k3	0.0	0.0
Ppip5k1	0.0	0.0
Nudt11	0.0	0.0
Itpk1	0.0	0.0
Nudt10	0.0	0.0
Ippk	0.0	0.0
Ppip5k2	0.0	0.0
Inpp1	0.0	0.0
Inpp5b	0.0	0.0
Ocrl	0.0	0.0
Inpp5a	0.0	0.0
Inpp5j	0.0	0.0
Inpp4a	0.0	0.0
Inpp4b	0.0	0.0
Impa1	0.0	0.0
Synj1	0.0	0.0
Isyna1	0.0	0.0
Impa2	0.0	0.0
Miox	0.0	0.0
Ip6k2	0.0	0.0
Itpkb	0.0	0.0
Itpka	0.0	0.0
Plcb3	0.0	0.0
Plcb1	0.0	0.0
Plch2	0.0	0.0
Plcd1	0.0	0.0
Plcb4	0.0	0.0
Plcz1	0.0	0.0
Plcd3	0.0	0.0
Plcb2	0.0	0.0
Itpkc	0.0	0.0
Plch1	0.0	0.0
Plcd4	0.0	0.0
Plce1	0.0	0.0
Ak2	0.0	0.0
Ctps	0.0	0.0
Ak1	0.0	0.0
Nme4	0.0	0.0
Ak9	0.0	0.0
Dctd	0.0	0.0
Ak8	0.0	0.0
Guk1	0.0	0.0
Glrx	0.0	0.0
Nme3	0.0	0.0
Rrm2b	0.0	0.0
Nme1	0.0	0.0
Dut	0.0	0.0
Ak4	0.0	0.0
Cmpk1	0.0	0.0
Dtymk	0.0	0.0
Ctps2	0.0	0.0
Rrm2	0.0	0.0
Tyms	0.0	0.0
Ak5	0.0	0.0
Nudt13	0.0	0.0
Rrm1	0.0	0.0
Ak7	0.0	0.0
Upp1	0.0	0.0
Nt5c1a	0.0	0.0
Nt5c3	0.0	0.0
Upb1	0.0	0.0
Nt5c	0.0	0.0
Dpyd	0.0	0.0
Dpys	0.0	0.0
Nt5m	0.0	0.0
Tymp	0.0	0.0
Upp2	0.0	0.0
Nt5e	0.0	0.0
Nudt5	0.0	0.0
Nudt15	0.0	0.0
Nudt1	0.0	0.0
Nudt16	0.0	0.0
Nudt9	0.0	0.0
Adprm	0.0	0.0
Nudt18	0.0	0.0
Entpd5	0.0	0.0
Entpd8	0.0	0.0
Entpd2	0.0	0.0
Entpd3	0.0	0.0
Entpd6	0.0	0.0
Entpd7	0.0	0.0
Entpd1	0.0	0.0
Entpd4	0.0	0.0
Entpd4b	0.0	0.0
Adss	0.0	0.0
Lhpp	0.0	0.0
Gmps	0.0	0.0
Pfas	0.0	0.0
Adssl1	0.0	0.0
Gart	0.0	0.0
Adsl	0.0	0.0
Ppat	0.0	0.0
Atic	0.0	0.0
Paics	0.0	0.0
Tk2	0.0	0.0
Tk1	0.0	0.0
Uckl1	0.0	0.0
Dck	0.0	0.0
Pudp	0.0	0.0
Uck1	0.0	0.0
Uck2	0.0	0.0
Gmpr	0.0	0.0
Ampd1	0.0	0.0
Hprt	0.0	0.0
Ampd2	0.0	0.0
Gmpr2	0.0	0.0
Adk	0.0	0.0
Dguok	0.0	0.0
Adal	0.0	0.0
Ada	0.0	0.0
Mlxipl	0.0	0.0
Prkar1b	0.0	0.0
Prkar1a	0.0	0.0
Adipor2	0.0	0.0
Adipor1	0.0	0.0
Adipoq	0.0	0.0
Taldo1	0.0	0.0
Tkt	0.0	0.0
Acacb	0.0	0.0
Acaca	0.0	0.0
Agpat1	0.0	0.0
Fasn	0.0	0.0
Kcng2	0.0	0.0
Kcns3	0.0	0.0
Glp1r	0.0	0.0
Gcg	0.0	0.0
Kcnc2	0.0	0.0
Kcnb1	0.0	0.0
Marcks	0.0	0.0
Adcy6	0.0	0.0
Adcy5	0.0	0.0
Acsl4	0.0	0.0
Acsl3	0.0	0.0
Ffar1	0.0	0.0
Uros	0.0	0.0
Urod	0.0	0.0
Ppox	0.0	0.0
Cox10	0.0	0.0
Hmbs	0.0	0.0
Alas1	0.0	0.0
Flvcr1	0.0	0.0
Fech	0.0	0.0
Cpox	0.0	0.0
Alas2	0.0	0.0
Cox15	0.0	0.0
Ugt1a5	0.0	0.0
Slco1b2	0.0	0.0
Gsta3	0.0	0.0
Slco2b1	0.0	0.0
Abcc2	0.0	0.0
Hmox1	0.0	0.0
Blvra	0.0	0.0
Fabp1	0.0	0.0
Ugt1a1	0.0	0.0
Ugt1a2	0.0	0.0
Blvrb	0.0	0.0
Abcc1	0.0	0.0
Lmbrd1	0.0	0.0
Mmachc	0.0	0.0
Abcd4	0.0	0.0
Tcn2	0.0	0.0
Mmut	0.0	0.0
Mmab	0.0	0.0
Mtr	0.0	0.0
